Svevo Valerius Ale;Bari, Italy;Altbier / Sticke Alt;Birrificio Svevo;"Draught at ""Salone della Birra Artigianale 2007"" - Milan. Slightly dark yellow color light and fine fizz. Light and homogenous head of short resistance. Fresh and flowery scent with herbaceous and spiced notes which anise and dried malt. Typical taste, bitterish and slightly smooths down. Modest final body with pleasant alcoholic content."
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Tap @ the source. Pour amber, with a small off white head. Aroma of pine, bitter grass, caramel, citrus. The taste is slightly harsh bitter, with faint sweet notes. Medium bodied, with a flat but tickling carb. This gets a little better as it warms up a bit.
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Orange colour with offwhite head. Aroma citrus notes. Taste quite bitter, some malt, bitter finish
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Old rating rerated 04.08.2014, tap bottle @ Søgaards Bryghus: Small creamy mediumlasting head. Aroma is slightly sweet grassy, leafs, sap, caramel malts, wet hops, dried fruits, grass. Taste is slightly dry grassy, wet grass, leafs, lawn, caramel malts, sap, hay. Medium bitterness, slightly dry mouthfeel. Fair enough.
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Tap @ Søgaards Bryghus. Deep orange with a small off-white head. Somewhat hazy. Aroma is mild malty with some toffee, some spicy hop aroma. Taste is light fruity and quite bitter. Light body and light carbonation aswell. Crisp, dry finish.
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;(tap 22/08-2013) very low white head, slightly unclear brown color, light hoppy aroma, sweet caramel taste, hoppy aftertaste, rather smooth, almost no bitterness.
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;"From tap at the brewery. Pours hazy amber with a beige head. Aroma has sweeter honey, sweet caramel malts and some weak hops. A note of oxidation. Taste has weak laid back hops, sweet malts, some citrus and just overall to sweet for me when it comes to ""US Pale ale’s""."
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Bottle, Salling Aalborg. Pours cloudy orange amber with a small off white head leaving small laces. Aroma is sweet malty some caramel and fruits. Flavor is sweet malty fruity and bitter. Finishes malty and bitter.
Søgaards US Pale Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Unfiltered? amber with nice head. Some hops and some bitterness but nothing extra here but an anonymus danish variant of US pale ale
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;Tap@Ølfestival København 2018, Copenhagen - fuzzy golden pour with a white head. Fruity and sweet malty, some caramel sweetness, citrus light fruity, some grassy and floral nuances going on, medium body, spiced fruity finish
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;"Copenhagen 1/5 2017. 50 cl bottle from Kvickly in Middelfart. As ""Børglum Kloster - Bispens Trippel"". Drawing of pictogram of Mary and Jesus on the label. Pours hazy orange with small white head. Settles as very thin almost transparent layer of foam. No lacing. Aroma is sweetish. A touch of lemonade from the Wheat malt, citrus and oranges with a fermented touch and a little sugary. Low carbonation and thick oily palate. Flavor is quite boozy. Medium sweet followed by harsh sourness. Aftertaste is sour bitter and with the alcohol coming clearly through. A bit thin in the flavor - apart from the alcohol. Some tipsy Monks hanging out at the Børglum Monastery."
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;Bottle from Voldby. (Børglum Kloster, Bispens trippel). Pours golden with an off-white head. Aroma and taste is malt, sweet fruits, caramel, yeast, alcohol. Full body. Soft carbonation. Nice warming finish.
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;Easy, but nice foam. Good aroma of the fruit. The taste is really good of both coriander, orange, peach and citrus. A very elegant triple. It has a pleasant, slightly sugar-like, sweetness that stands in good contrast to the fruity richness. Pure in flavor and very kind really.
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;Medium offwhite head. Brilliant clear brown body with carbonation. Fruity spicy herbal aroma with seeds of paradise notes. Clear and clean. Sweet fruity seeds of paradise taste with strawberry and clove notes. Fullish body. Sharpish, slightly hot mouthfeel. Dryish coriander, cloves and fruit aftertaste with herbal banana and licorice notes. Very nice and far too drinkable for 10.5%. (0.5l bottle, from Salling, Aalborg.)
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;0,5l Flasche. Dunkeloranges Bier mit kleiner Schaumkrone. Riecht leicht malzig und nach trockenen Früchten. Schmeckt ach so!
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;"courtesy of Antonio Rey; under the name BØrglum Kloster Bispens Trippel - murky dark orange beer with a little foam left; solid spicy aroma of cumin, coriander, esters and ripe fruits (peaches, apples); quite soapy; very sweet, full-bodied, lot of residual sugars and long notes of peaches, cloves, bubblegum, alcohol and cumin - good yet too sweet for my liking"
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;Tap @ Taphouse, Copenhagen 141024. Yeasty and spicy (cumin) with fruity notes, sweet, medium body with an oily texture. The finish is dry and bitter with spicy and alcohol notes.
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;Tap @ Taphouse, Copenhagen 24/10-14. Aroma: Yeasty, fruity, spicy, cumin. Taste: Yeasty, fruity. Body is medium, the finish is dry and spicy with warming alcohol.
Søgaards Trippel;Aalborg, Denmark;Tripel;Søgaards Bryghus;25 cl, fad, Taphouse, 18. oktober 2014 Klar væske Gylden Ufiltreret Duft af nelliker, humle God let smag af lakrids/fennikel Svag/let karboneret Næsten ingen smag af alkohol
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Mug at brygghus. Golden cloudy drink with malt aroma and citrus and fruit taste notes. Good summer beer. Best enjoyed cold rather than room.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Yellow of color with a white head. An aroma of citrus and spice. A flavor of spice, fruits and citrus.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Bottle at Københavnske øldage 07.. Yellow colour with a white head. Aroma is fruit, apple, citrus. Flavour is dry, fruit, apple, hop, yeast, citrus. Ok beer.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Bottle at Københavnske Øldage. Pale yellowish body with a white head. Citrus, coriander and some unpleasant, vomit-like notes in the aroma. The flavor is quite fruity, with citrus and coriander, leading to a hoppy finish with pine and resin. A very refreshing beer, quite dry, and except for the little unpleasantness in the aroma, quite good. (070512)
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Hazy yellow colour with a white head. Sweet fruity aroma with citric and hoppy notes. Malty, sweet and citric flavor with hoppy notes.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Draught at KØ07. Hazy golden colour. The flavour is slightly hoppy and citric. A bit like a naturtrüb Helles, but weaker. Light and easily drinkable.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Draft. A hazy light yellow beer with a thin white head. The aroma is sweet spicy wiht light notes of coriander and yeast. The flavor is sweet malty with primary notes of straw. Beef up the hop usage, please.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Draught. Pours a hazy yellow color with a white head. Sweet malty and fruity floral aroma. Sweet malty fruity flavor with soome hoppy hints. Has a sweet malty finish.
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;Københavnske Øldage 07. Light golden with a creamy head. The aroma is perfumed, fruity and floral. The flavour is rather light with notes of fruit, citrus and a light, rather dry bitterness. 2186
Søgaards Nordjysk Summer Ale;Aalborg, Denmark;Pale Ale - American / APA;Søgaards Bryghus;CBF07 sample from tap. Pours hazy yellow with a white creamy head. Aroma of wheat and citrus. flavour is sweet and sour bitter hops. Wheaty. Slight bitter to sour finish.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Fint humlet efter europæisk forbillede, med smag af bitterhumlen. Ikke en typisk humletype.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Clear amber color with small off-white head. Borring aroma, need hops. Flavor is sweet and bitter.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Clear amber with an off-white head. Aroma is sweet, malty, caramel´and light hoppy. Flavor is medium sweet and light bitter. Dry and light bitter finish. 120807
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Bottle thanks to mes had at mes’s gaff. Alround rating: Malty, caramel, bit gariny malt, hops are fairly grassy, alround just on the sweetside of balanced.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Old notes from DØE Valby 07. Sampled as ’Tall Ships IPA’. Amber with an off-white head. Caramel and nice hops.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Sampled at DØE Beerfestival 2007, Valby. Sampled as ’Tall Ships IPA’. Pours an amber beer with an offwhite head. The aroma is malty with notes of hops, toffee and butter. The flavor is sweet with some bitterness, The palate is oily and lacks a good hoppy finish.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Bottle in Trend. Golden with a white head. Aroma moderate malty (caramel) and hoppy (grass, citrus). Flavor moderate sweet and bitter. Light body. I also missed more hops.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;50cl bottle @ Løvbjerg, Odense. Pours clear copper/amber with a small creamy white head. Floral hops, some peach and quite a lot of caramel and grass. Medium bodied. Pretty solid.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;On tap at EBF 08. Attractive clear amber with thin beige head. Syrupy IPA aroma. Lots of caramel malt. Some biting hop. Hint of elderflower. Quite fruity malt. OK, but expected a bit more.
Fur IPA;Fur, Denmark;IPA;Fur Bryghus;Ok beer, but a tad disappointing. I had hoped for some more bitterness, but it turned out to be slightly watery. Take the ale in stead.
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;Copenhagen 10/7 2018. 50 cl bottle from Meny. Usual Fur design this tilme with something Deep red, wet and sugary in the background. From the back label I can understand this is actually the Skull from a Turtle. Pours slightly hazy dark amber with small off-white head. Settles as extremely thin layer of bubbly foam. Aroma is surprisingly subdued. Heavy sweet, dark fermented fruit, leather, sugary, unwashed underwear, alcohol, Port wine. Vinous. Soft carbonation. Medium thick, sticky, soft, oily texture. Flavor is heavy sweet. Almost no bitterness present. Aftertaste is sweet and fairly sugary. Lingering sweetness. Nice and inous - event though a little bit one-dimensional.
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;Aroma: Malty sweet with caramel and brown sugar. Flavour: Malty sweet and brown sugar with dried fruits and alcoholic warmth. Colour: Amber with an offwhite head. From: Bottle @ Ølmesse Voldby Købmandsgård Sept. 2017
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;Mild and light version of an barley wine. Easy drinkable, with ok body and volume.
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;Drukket på Fur midt om natten ved et bål. Pours a light copper colour. Smells like a light bock beer or even a red ale. Getting no hops and Nothing really that I expect from a barley wine. Mostly light flavours of hay, toast and light caramel notes. This goes for both smell and taste. Light mouthfeel, light mineral and yeasty aftertaste. Would never have thought this was a barley wine if tasted blind.
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;Bottle from Foder Engros, Hammel. Pours amber with an off-white head. Aroma and taste is malt, caramel, dried fruits, brown sugar. Full body. Soft carbonation. Creamy mouthfeel. Nice bittersweet finish.
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;så fås der næsten ikke en bedre øl - uhm meget flot farve flot skum rigtig god duft - sødlig smagen er uovertruffen dejlig :):):) den bedste øl jeg har smagt
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;Medium deep offwhite head. Clear still reddish brown body. Fruity perfumy anise aroma with caramelly notes. Sweet earthy spicy anise taste with fruity notes. Full-bodied. Mild, slightly hot mouthfeel. Sweetish caramelly sugary anise aftertaste with alcoholic raisiny notes. Quite nice, but the fruitiness is a bit overripe, and the anise is too dominant. Lacking in bitterness. (0.5l bottle, from Fish & Beer, Copenhagen.)
Fur Barley Wine;Fur, Denmark;BarleyWine / WheatWine / RyeWine;Fur Bryghus;En barley wine er ofte skarp smagen, men den her er helt rund i det. Lugten og til dels også smagen er ligesom denne 2 år gamle øl har ligget på noget træfade. Den har en helt forrygende smag. Velmaltet og lidt humlet. Gad vide om den bliver bedre med alderen.
