MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;V oishi sushi trencin. Vona vyrazna medova. Cira farba. Cjut medova nie moc sila, trochu alkoholova. Na konci sa rychlo straca.
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;Fairly mild aroma of rice, fruit, and wheat-beer. Light sweet, light sour taste, fruity throughout, with a lasting sake finish. Not bad!
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;Bottle. Looks like water and smells like alcoholic water. Maybe all Sake's do, but this is my first one... Taste: Watery, some sweetish alcohol, umami, some rice perhaps and slightly sickly. Subtle fruity. Dry-ish mouthfeel. Very difficult to rate as first Sake. According to the overall rating this is no top Sake so maybe I should try some more. Rating compared to my beer ratings, so don't take this for granted...
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;Small bottle @ monthly tasting, Chez Sophie, Sep '18. Brought by me, picked up at a small Carrefour in France. My first sake rating. Pours pale, clear. Strange nose, taste is strong alcohol, almonds, soya milk, hard to describe really. Difficult to gain much pleasure from this.
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;Cheap little bottle bought from ABC Ocoee. Clear pour. Nose is coconut and some almond skin. Tastes of coconut milk, chalk, almonds, medicine. Little cloying and plastic.
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;Bottle 75cl, a pale sake. Nose is on fermented rice and even pear touch. Aroma is on rice, sweet notes, umami texture, touch of alcohol, fresh rice, wet cereals, pleasant even if not exceptional.
Ozeki (Champion) Dry Sake;Hollister, California, United States;Sak� - Junmai;Ozeki Sake (USA), Inc.;375ml bottle from Costcutter, Reading. Rice, floral perfume, slightly milky, light plum, slight soap, almonds.
Ozeki (Champion) Karatamba (Dry Wave) Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Honjozo;Ozeki Co. (Japan);30cl Bottle. Gift from a friend. Cristal clear colour with no head. Aroma is rice, plum. Taste follows the aroma. Light body, no carbonation.
Ozeki (Champion) Karatamba (Dry Wave) Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Honjozo;Ozeki Co. (Japan);"7/VI/18 - 33cl bottle @ home - BB: n/a, ""13.09BJ"" (2018-750) Thanks to Tinus for sharing the bottle! Clear pale watery to slightly yellowish sake. Aroma: smells like very concentrated urine or fish sauce when you are smelling the bottle, in the glass it's more cheesy, grains, alcohol, cow fodder, yeast, little funky, more alcohol, bit nutty. MF: light body, watery texture. Taste: bit yeasty, little bitter, white bread, alcohol notes. Aftertaste: bit funky, cheese rinds, little bitter, alcohol, pretty weird."
Ozeki (Champion) Karatamba (Dry Wave) Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Honjozo;Ozeki Co. (Japan);Clear watery colour. Aroma of rice, rice water, polished rice. Quite align alcoholic. Light sweet, dry flavour, rice, light nutmeg. Sweet and dry finish. (from 30cL bottle @ TdR's place)
Ozeki (Champion) Karatamba (Dry Wave) Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Honjozo;Ozeki Co. (Japan);Bottle sample. Clear, still. Aroma of melon and raw bread. Taste is sweet with light berries and nuts. Nice one.
Ozeki (Champion) Karatamba (Dry Wave) Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Honjozo;Ozeki Co. (Japan);Botella. @Kaisen Sushi Bar, Oviedo 09/12/2017 Color transparente, aromas especiados con notas a alchol sabor dulce cuerpo ligero.
Ozeki (Champion) Karatamba (Dry Wave) Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Honjozo;Ozeki Co. (Japan);30cl bottle, slightly chilled. Very pale color. Lightly fruited nose, plums, grapes. Delicate flavors of green apple, rice, plums. Soft, light texture, sweet finish. Only slight alcohol warmth.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);As Daiginjo One Cup. Spicy rice nose, stone fruit, ok. A bit boozy flavor, rice, fruity, stone fruit, some vanilla, spicy and peppery finish is ok. Not a great daigin by any means, but better than any I have had at this price point and I would grab one again in a pinch.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);Cup. Clear, faintly yellowish color, rice smell, melon and lychee aroma, slightly sweet taste, very smooth and mellow, with rice aftertaste. I am not a sake expert but this is really good!
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);Bottle at home uneccessarily prior to bed. Clear pour. Nose is nice melons and tropical fruit. Tastes of honey dew, lychee, pear, raw dough, grass. Light milky creaminess fine smooth palate. Good value daiginjo.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);[ Bottle ][ 3oz ][ Sake House Yu Me Ya ][ $4 ][ Sake Shooter ][ 4.24.15 ] >> Clear pour, colorless. Fresh grass nose, flowers, green plant, aloe pulp. Taste is lightly sweet but more alcohol presence than the others sampled tonight. More rice and raw grain/starch, restrained alcohol as it warms, no harsh bite. Mouthfeel is more mellowed, as if it were aged,,,good density, higher body for sake that I�ve tried. Soft finish, good body.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);Bottle. Pours a clear water color. Notes of melon, steamed rice, and faint pear. Nice thin mouthfeel and lingering finish.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);Pours clear. Smells of sweet melon, moderate booziness, some strawberry undertones. Wonderful nose. Tastes on the sightly sweet/boozy end of the spectrum with some subtle, light fruity undertones on the finish. Very boozy at the end. Enjoyable.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);"Chobei has aromas of low-acidic fruits like honeydew, ripe pear, a hint of banana and faint anise. Kinda reminds me of Wrigley�s Juicyfruit, but I haven�t had any in a while so I could be wrong. Appearance is crystal clear; a swirl exposes nice legs. It tastes like it smells with a little more heat from the alcohol than I expected and it is semi-dry. I get a hint of milk chocolate (but my co-tasters disagree). The texture is nice and thick; almost oily. Moderate complexity. The finish is medium-long and dry. Overall, an excellent value Daiginjo."
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);Bottled, at Hotel Mulia, Senayan, Jakarta, Indonesia. Pale yellow, somewhat viscous. Fruity aniseed aroma. Mid sweet with medium body and oily mouthfeel. Dough, milk chocolate, honey and white pepper. Licorice in a finish with some heat.
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);From a Cardboard box: Served in a porcelin cup. Mention of 14.5%ABV. Clear as water (as it looked from the darkened porcelin cup). Aroma is a nice rice and grainy mix with some cream and dust, liquor/alcohol and a bit of a nail polish remover touch to it, just a tiny teeny bit. The flavour was really soft. Nothing extraordinary, but a well balanced real rice tasting drink. Very soft and smooth, rice set the tone, some yeast/dust, cream, oily, slight hint of alcohol, and the slightest tone of nail polish removal (specially in the aroma and way less in the flavour). No carbo, soft creamy oily texture, medium to lightly fuller bodied and a oily texture. Very nice and smooth!
Ozeki (Champion) Osakaya Chobei Daiginjo Sake;Nishinomiya, HYOGO Prefecture, Japan;Sak� - Daiginjo;Ozeki Co. (Japan);Clear pour with hint of yellow. Yeast, rice fruity aroma. Dry, yeasty, banana taste with dry finish. ---Rated via Beer Buddy for iPhone
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle. Backlog rating from bottle collection and historic scoring. Source not recorded. No tasting notes kept, just rating.
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle 500ml. Clear medium yellow orange color with a large, frothy, good lacing, mostly lasting, off-white head. Aroma is moderate malty, toasted, light to moderate hoppy, perfume, citrus, moderate yeasty, leather - barnyard notes. Flavor is moderate to heavy sweet, light acidic and moderate bitter with a average to long duration, leather, soapy notes. Body is medium, texture is watery to oily, carbonation is soft. [20110128]
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle 500ml @ fonefan Pours clear golden with a white head. Aroma has notes of yeast and citrus hops. Taste is light sweet and sour. Body is medium, texture is thin, carbonation is soft.
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle @ Ulfborg Weekend, Jan 2011. Pours unclear orange with a small white head. Nose is yeast and hops. Lots of citrus, perfume and a bit of rubber. Dry and bitter end. Medium bodied.
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle 50 cl. Courtesy of fonefan. Hazy golden with loads of tiny floaties and a white head. Fruity, Bretty nose. Medium body, sweet fruitiness, some phenols and again loads of Brett. Ends dry. Clearly infected, but it came out nicely. 280111
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;bottle at home ... hazy amber ... funky sour fruit nose ... light sweet toffee fruits ... quite a lot of yeastyness ... very odd at first i thought this was gone off .. but it really quite belgian in style rather than bitter ... ok
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;"50cl bottle from Bernies, Shirley. Amber with a thick, billowing, cream head, and high carbonation; light aroma of fruity malts; really soft in the mouth with some tart apple flavours but a very thin and watery body; good, fresh, kick of English hop bitterness to finish."
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle. What a boring name-couldn�t they think of a more interesting one? Yellow and slightly cloudy. Hops are present with a gentle bitterness. Not as bland as its name but nothing special.
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Cask conditioned - handpump - Merchants Inn, Rugby. A headless gold coloured beer with a fruity aroma. Tired hops. The taste has a little lemon and some fruit skins suggesting tiredness. Lacking substance with just minimal bitterness. Below average.
Warwickshire Best Bitter;Cubbington, Warwickshire, England;Bitter - Ordinary / Best;Warwickshire Beer Co.;Bottle from Nuneaton Asda (quite a decent range of Tunnel, Purity, Warwickshire..). Did my best to pour this one properly but the sediment was completely out of control. Full-on hefeweizen haze and even a sourish woodiness on the nose. Distinctly barrelly. Fizzy, earthy-sourish homebrew flavour, with some tangy hops and a fairly astringent bitterness in the finish. Long, sweet, biscuity afters again like a wheat beer. Really strange character for a �best bitter�, but quite enjoyable apart from that crushed paracetemol off-note.
